style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
Stout,Blackout Stout,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Blackout Stout,"Notes:Turn off the lights and turn on the flavor, because Blackout Stout is back and as dark as ever. Inspired by the infamous 2003 blackout that briefly left some 55 million people without power, the bold flavors of our Imperial Stout will light up even the darkest nights. Black malt and roasted barley cast notes of chocolate, dark fruit, and coffee, while earthy hops put the lights out on this shadowy brew with a pleasantly bitter finish.\t",9.9,50,90,6,82,20,63,54,12,0,12,36,4,89,4.143678,4.144201,4.14629,4.288401,4.176071
Stout,Bourbon Barrel Aged Plead The 5th,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Bourbon Barrel Aged Plead The 5th,"Notes:This beer is a big and full bodied Imperial Stout aged in bourbon barrels with lots of roasted malts, but very balanced with heavy hops. Brewed with a top secret root, this beer has an amazingly complex flavor that you must wait for.\t",12,50,90,7,88,49,45,70,11,0,17,19,32,117,4.505682,4.295455,4.443182,4.5,4.482955
Stout,Black OPS,Brooklyn Brewery,Brooklyn Brewery Brooklyn Black OPS,"Notes:Brooklyn Black Ops (2008 commercially available version) was aged for four months in bourbon barrels, bottled flat, and re-fermented in the bottle with Champagne yeast. 940 cases produced.10.7%-200811.6%-200911.3%-201010.7%-201110.5%-201211.5%-201311.6%-2014\t",11.6,50,90,5,85,80,29,67,15,0,30,16,24,120,4.186528,4.378238,4.020725,4.137306,4.006908
Stout,Siberian Night Imperial Stout,Thirsty Dog Brewing Company,Thirsty Dog Brewing Company Siberian Night Imperial Stout,Notes:,9.7,50,90,10,106,23,77,77,6,0,13,47,16,119,4.119595,4.180405,4.132432,4.22973,4.164189
Stout,Blackout Stout - Barrel-Aged,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Barrel-Aged Blackout Stout,Notes:,9.5,50,90,4,72,44,17,51,11,0,8,3,18,78,4.367041,4.125468,4.220974,4.455056,4.284644
Stout,Black Albert,De Struise Brouwers,De Struise Brouwers Black Albert,"Notes:Originally brewed exclusively for Ebenezer's Pub in Lovell, ME.\t",13,50,90,10,116,38,73,102,27,1,63,39,19,123,4.141575,4.376381,4.236188,4.281768,4.180249
Stout,Blaecorn Unidragon,Clown Shoes,Clown Shoes Blaecorn Unidragon,"Notes:Brewed with a monstrous amount of malt and combined with aggressive American hops, this beer is powerful and complex and designed to age. Smokiness is subtle but present and blends nicely with the rich, dark flavors.\t",11.5,50,90,5,87,19,96,49,5,0,10,64,29,112,3.945055,4.208791,4.065934,4.082418,4.049451
Stout,Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Imperial Stout,"Notes:Imperial in stature and bigger than your average stout. This colossal stout was inspired by those created by 18th century English brewers for the Russian Imperial Court of Catherine II. The special malts in this intense and massive brew delivers rich flavors of dark chocolate, coffee, and anise.\t",9.2,50,90,11,101,35,67,82,21,0,28,22,20,139,3.815278,4.164583,3.84375,3.827083,3.720833
Stout,Peg Leg Imperial Stout,Heavy Seas Beer,Heavy Seas Beer Heavy Seas - Peg Leg (Imperial Stout),"Notes:Deep mahogany in color with aromas of roasted coffee, molasses and dark chocolate. Subtly hopped, making it astonishingly smooth and easy drinking for such a big beer.\t",8,50,90,12,75,11,69,54,6,0,10,42,6,99,3.53754,3.719649,3.507987,3.609425,3.663738
Stout,D.O.R.I.S. The Destroyer,Hoppin' Frog Brewery,Hoppin' Frog Brewery D.O.R.I.S. The Destroyer Double Imperial Stout,Notes:,10.5,50,90,8,101,39,58,80,16,0,32,23,20,113,4.117647,4.245798,4.262605,4.191176,4.092437
Stout,Imperial Stout,Rogue Ales,Rogue Ales Imperial Stout,"Notes:Also known as XS Imperial Stout12 Ingredients:Malts: Great Western, Harrington & Klages, Hugh Baird XLT-80, Black, Munich, Chocolate and rolled oats.Hops: Willamette, Cascade and Chinook. Specialty: Two Secret ingredients.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.26º PLATO88 IBU73 AA256º Lovibond\t",11,50,90,18,144,37,127,82,16,1,24,102,25,164,4.123649,4.333733,4.20048,4.153661,3.879952
Stout,Sexual Chocolate - Barrel-Aged,Foothills Brewing Company,Foothills Brewing Company Barrel Aged Sexual Chocolate,Notes:Barrel-aged Russian imperial stout brewed with organic cocoa nibs.\t,9.6,50,90,3,115,63,35,77,5,1,11,11,9,146,4.426471,4.253676,4.176471,4.408088,4.316176
Stout,Dark Apparition,Jackie O's Pub & Brewery,Jackie O's Pub & Brewery Dark Apparition,"Notes:Russian Imperial Stouts are one of brewmaster Brad Clark’s favorite styles of beer and Dark Apparition is without a doubt his favorite beer to brew. We stuff 2200 pounds of malt into our 20bbl mash tun and by the end of the mash, dark malts are spilling onto the brew house floor! Brad includes great flavors he admires in his favorite Russian Imperial Stouts like chocolate, coffee, roast, dark fruit, caramel, and some nice earthy/spicy hop character. With a midnight black color and chewy, dextrinous body, Dark Apparition is a huge beer with tons of character.\t",10.5,50,90,11,86,34,65,87,10,0,24,26,15,148,4.096491,4.078947,3.885965,4.114035,4.070175
Stout,Wake Up Dead,Left Hand Brewing Company,Left Hand Brewing Company Wake Up Dead,Notes:,10.2,50,90,7,104,22,54,66,12,0,22,22,15,90,3.89,3.82,3.76,3.85,3.91
Stout,Northwind,Two Brothers Brewing Company,Two Brothers Brewing Company Northwind Imperial Stout,"Notes:Dark delights like this were once shipped to the imperial court of Russia. With a firm, roasty maltiness balanced against a generous helping of hops, Northwind can stand up to the worst its namesake can dish out! Enjoy it by a roaring fire.\t",9.1,50,90,6,76,15,47,63,16,0,35,36,12,98,3.651652,3.873874,3.678679,3.744745,3.780781
Stout,BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Oak Aged Dark Lord Imperial Stout,"Notes:Dark Lord aged in bourbon barrels for one year. Recently has used a blend of barrels from Heaven Hill, but has also been Woodford Reserve and others in the pastFormerly known as Oak Aged Dark Lord.\t",15,50,90,2,66,53,15,78,8,0,15,2,12,85,4.577465,4.457746,4.605634,4.591549,4.302817
Stout,Black Metal Farmhouse Imperial Stout,Jester King Craft Brewery,Jester King Craft Brewery Black Metal Imperial Stout,"Notes:First batch of Black Metal fermented with our house mixed culture. Naturally, because of its unique fermentation with native microorganisms, the beer is different than previous versions. We’re quite happy with how it turned out, and we’re excited to release it. However, for fans of the original Black Metal, or “O.G. Black Metal” as its known, we feel as though we need to borrow the famous line from Stone Brewing Co.‘s Arrogant Bastard Ale: “You probably won’t like it.” Like all our beer, the flavors and aromas of the current batch of Black Metal are very much fermentation derived and rely far less on copious amounts of malt and hops. This is what we like to drink. We like dry, balanced, drinkable, tart beers with some interesting yeast complexity. We feel we’ve achieved this with Black Metal, and hope others enjoy it as well. There will be those that don’t, however, and wish we’d return to the days of fermenting this beer with English ale yeast, and that’s OK.\t",9.1,50,90,13,73,20,43,62,95,2,40,17,10,95,4.075472,4.220126,4.003145,4.172956,4.116352
Stout,Imperial Stout,Nøgne Ø - Det Kompromissløse Bryggeri A/S,Nøgne Ø - Det Kompromissløse Bryggeri A/S Imperial Stout,"Notes:23°P,75 IBU.Ingredients: Maris Otter, Munich, roasted barley, oat, black, and chocolate malt; Columbus and Crystal hops; English ale yeast, and our local Grimstad water.\t",9,50,90,11,94,19,77,77,11,1,27,27,14,126,4.064133,4.324228,4.08076,4.149644,4.070071
Stout,Rabid Duck,The Duck-Rabbit Craft Brewery,The Duck-Rabbit Craft Brewery Duck-Rabbit Rabid Duck,"Notes:The Duck-Rabbit's Imperial Stout is extremely big and robust. This special beer is thick, jet black and oily in texture. Complex flavors of roast malts dominate: bitter chocolate and espresso coffee especially. There is also a very big hop presence both for bittering and for aroma. At 10% alcohol by volume, this brew is made to be sipped and savored!\t",10,50,90,10,126,28,103,73,3,0,13,55,13,127,4.044118,4.138009,3.943439,3.978507,3.876697
Stout,Ivan The Terrible Imperial Stout - Barrel-Aged,Big Sky Brewing Company,Big Sky Brewing Company Ivan The Terrible,Notes:2006 - 8.75% (draft only)2007 - 8.75% (500ml flip top bottles ~ very limited)2008 - 9.5% (750ml - capped - 1152 bottles)2009 - 10% (750ml cork and cage)2010 - 10% (750ml - cork and cage)2011 - not brewed2012 - 12.2% (750ml cork and cage)2013 - 13.8%2014 - 11.5% (750ml cork and cage)2015 - 11.9% (750ml cork and cage - 3000 bottles)2017 - 11.6%Imperial stout aged 4 months in freshly dumped American oak Buffalo Trace bourbon barrels.65 IBU\t,11.6,50,90,16,83,88,55,71,16,0,38,43,33,153,4.29602,4.318408,4.174129,4.373134,4.293532
Stout,Milk Stout,Left Hand Brewing Company,Left Hand Brewing Company Left Hand Milk Stout,"Notes:ROASTED MALT AND COFFEE FLAVORS BUILD THE FOUNDATION OF THIS CREAMY SWEET STOUT.Milk sugar in your stout is like cream in your coffee. Dark and delicious, America’s great milk stout will change your perception about what a stout can be. “Preconceived notions are the blinders on the road to enlightenment.” Udderly delightful.Collection: PerennialStyle: Sweet StoutColor: Black, 47 SRMBody: fullABV: 6%IBU's: 25PLATO: 15.5°PKG: 6-Pack, KegMalt: Pale 2-row, Crystal, Munich, Roasted Barley, Flaked Oats, Flaked Barley and ChocolateHops: Magnum and US GoldingsOther: Lactose\t",6,15,25,7,110,7,48,56,14,0,4,28,4,95,3.784368,3.804399,3.805577,3.945797,3.936371
Stout,Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Cream Stout,Notes:,4.9,15,25,6,89,5,58,55,9,1,5,21,4,86,3.90678,4.053672,3.834544,3.955206,3.985069
Stout,Moo-Hoo Chocolate Milk Stout,Terrapin Beer Company,Terrapin Beer Company Terrapin Moo-Hoo Chocolate Milk Stout,Notes:,6.1,15,25,9,153,8,70,84,9,1,3,56,11,128,3.825806,3.917742,3.879032,3.969355,4.01129
Stout,2XSTOUT,Southern Tier Brewing Company,Southern Tier Brewing Company 2X Stout,Notes:,7.5,15,25,11,89,13,35,62,10,0,7,17,7,86,3.45,3.7,3.75,3.7,3.575
Stout,Gingerbread Stout,Hardywood Park Craft Brewery,Hardywood Park Craft Brewery Gingerbread Stout,"Notes:Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia in a rich, creamy libation with a velvety mouthfeel and an intriguing evolution of flavors from milk chocolate and vanilla to honeycomb and cinnamon to a snap of ginger in the finish.Deep, dark chocolate in color with a mahogany tint and a frothy, caramel colored head, Hardywood Gingerbread Stout offers aromatics of holiday spice originating from the ginger, and balanced with a generous dose of whole Madagascar bourbon vanilla beans and Vietnamese cinnamon. Milk sugar (lactose) contributes to the full body of this stout and tames its roasty character, while oats lend a silky quality. Enjoy fresh, or cellar for a special occasion. We hope Hardywood Gingerbread Stout contributes to your merriment this season.55 IBU\t",9.2,15,25,5,107,27,22,71,15,2,10,6,127,124,4.5,4.5,4.5,4.642857,4.428571
Stout,Milk Stout,Lancaster Brewing Company,Lancaster Brewing Company Milk Stout,"Notes:Brewed in Lancaster since 1994, we’re proud to present America’s original craft Milk Stout. Notes of milk chocolate, coffee and roasted malt goodness play counterpoint to a mild sweetness from the addition of milk sugar… You can’t go wrong with award winning Lancaster Milk Stout.\t",5.3,15,25,6,134,5,51,82,12,0,8,12,5,98,3.841067,3.908353,3.793503,3.925754,3.922274
Stout,Too Cream Stout,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Too Cream Stout,Notes:This beer is made with milk sugar (lactose) which gives this beer a nice creamy mouth feel which mingles with hints of chocolate and roasty flavors.\t,7.5,15,25,20,126,13,83,79,15,2,16,30,21,132,3.935897,3.907051,3.834936,3.886218,3.891026
Stout,Cream Stout,St. Peter's Brewery Co Ltd,St. Peter's Brewery Co Ltd St. Peter's Cream Stout,"Notes:'Fuggles' and 'Challenger' hops plus a blend of 4 local barley malts create an aromatic, robust, dark chocolate cream stout with a satisfying bittersweet aftertaste. Brewed with skill and patience in one of Britain's finest small breweries.St. Peter's Brewery is located in a medieval hall in a remote and beautiful corner of Suffolk. There our beers begin their lives deep below the brewery with water drawn from a pure source - as it has been for over 700 years, essential for the full flavour and pure character of all St. Peter's beers.Our beautiful flask-shaped oval bottle is a faithful copy of one produced c. 1770 for Thomas Gerrard of Gibbstown, just across the Delaware River from Philadelphia. The original is now kept at St. Peters Hall and is a rare example of an oval Eighteenth Century beer bottle.\t",6.5,15,25,5,135,9,71,101,8,0,17,44,12,119,3.848325,3.891534,3.84127,3.928571,3.882716
Stout,Neapolitan Milk Stout,Saugatuck Brewing Company,Saugatuck Brewing Company Neapolitan Milk Stout,"Notes:A creamy Milk Stout with all the brilliant flavors of Neapolitan Ice Cream in one glass. Taste the rich flavors of chocolate, vanilla and strawberry in this unique beer.\t",6,15,25,2,109,7,25,96,8,0,54,16,27,84,4.0625,3.9375,4,4.25,4.125
Stout,72 Imperial Chocolate Cream Stout,Breckenridge Brewery,Breckenridge Brewery 72 Imperial Chocolate Cream Stout,"Notes:Just sit back and enjoy the ride.Like its namesake automobile, this small batch beer is meticulously engineered for luxury and enjoyment. We start with a great, hearty stout recipe and add loads of dark chocolate – 200 pounds per 100-barrel brew. This Imperial Chocolate Cream Stout is the color of molasses and is full of rich, toasted cocoa notes with hints of dark fruit. 72 Imperial will delight the taste buds.11 IBU\t",7.2,15,25,8,155,13,48,90,12,0,14,20,17,147,3.884615,3.884615,4.076923,4.230769,4.192308
Stout,Moo Thunder Stout Farmhouse Ale,Butternuts Beer & Ale,Butternuts Beer & Ale Moo Thunder Stout,Notes:,4.9,15,25,6,85,3,25,54,5,0,2,12,2,59,3.557348,3.673835,3.379928,3.571685,3.663082
Stout,Mother's Milk Stout,Keegan Ales,Keegan Ales Mothers Milk Stout,"Notes:As the name implies, Mother’s Milk is a dark and creamy milk stout. Hints of oatmeal, chocolate and of course, milk make this brew have a remarkably smooth and silky finish, a classic example of the style.\t",6,15,25,5,112,6,41,64,6,0,0,19,4,77,3.756906,3.867403,3.685083,3.825967,3.870166
Stout,Oatmeal Milk Stout,River Horse Brewing Co.,River Horse Brewing Co. Oatmeal Milk Stout Ale Redux,Notes:A velvety smooth Stout brewed with oats and milk sugar that create a creamy finish over a dark malt base.\t,6.7,15,25,3,115,10,34,73,9,0,15,16,6,117,3.865385,3.961538,3.846154,4.038462,3.980769
Stout,Moo Joos,Brau Brothers Brewing Co. LLC,Brau Brothers Brewing Co. LLC Moo Joos,Notes:Oatmeal Milk Stout.\t,5.8,15,25,9,85,9,43,63,18,2,5,15,1,98,3.977011,3.706897,3.827586,3.977011,3.954023
Wheat,Winter Session Ale,Peak Organic Brewing Company,Peak Organic Brewing Company Winter Session Ale,Notes:This winter wheat beer uses dark malting to provide subtle toasty notes. We then single-hop and dry-hop this beer with Citra hops from our friend Brad’s farm. Interesting pineapple notes from the Citra hop provide a stark contrast to the toasty notes in the body. An engaging and sessionable Winter Seasonal.62 IBU\t,5,10,35,26,46,5,100,55,40,0,54,113,3,112,3.738636,3.772727,3.545455,3.556818,3.579545
Wheat,Black Wit-O,No Label Brewing Company,No Label Brewing Company Black Wit-O,Notes:,7,10,35,8,59,10,29,34,12,0,12,14,21,81,3.333333,3.833333,3.166667,3.5,3.333333
Wheat,Cornstalker Dark Wheat,Thunderhead Brewing Company,Thunderhead Brewing Company Cornstalker Dark Wheat,"Notes:A fantastic Dark Wheat. Clean, roasty, round, and surprisingly dry. Incredibly drinkable.\t",5.2,10,35,18,60,6,32,33,6,0,8,7,7,118,3.625,3.916667,3.708333,3.833333,3.916667
Wheat,Black Walnut Wheat,Piney River Brewing Company,Piney River Brewing Company Black Walnut Wheat,"Notes:Buckets, burlap bags and pickup truck beds are filled with black walnuts each fall in the Ozarks. The rich and lively flavor of the wild, hand-harvested black walnut is a renowned flavor of the region. We're proud to continue celebrating local flavor and tradition with our handcrafted Black Walnut Wheat Ale.18 IBU\t",4.5,10,35,15,35,5,25,26,2,0,2,30,0,149,4,4,4,4.5,4
Wheat,Red Bud,Greenbush Brewing Company,Greenbush Brewing Company Red Bud,Notes:,6.1,10,35,8,14,7,17,21,5,0,6,24,14,57,3.5,3.75,4,4,4
Wheat,Shredder's Wheat,Barley Brown's Brewpub,Barley Brown's Brewpub Shredder's Wheat,Notes:,5.8,10,35,2,13,0,5,5,2,0,3,5,3,20,4,4,4,4.5,4.5
Wheat,Ruddy Wheat,Weston Brewing Company & O'Malley's Pub,Weston Brewing Company & O'Malley's Pub Ruddy Wheat,Notes:,0,10,35,7,6,3,3,10,4,1,3,7,1,18,2.875,3,3.25,2.75,3.125
Wheat,Gwiniz Du,Brasserie Britt de Bretagne,Brasserie Britt de Bretagne Gwiniz Du,Notes:,5.4,10,35,4,29,8,17,40,41,3,36,15,11,53,3.833333,3.958333,3.541667,3.75,3.791667
Wheat,Oktoberfest,Schmohz Brewing Company,Schmohz Brewing Company Oktoberfest,Notes:,5.2,10,35,4,13,0,5,12,14,0,2,3,0,32,3.3,3.2,3.1,3.3,3.3
Wheat,Winter Wheat,Franconia Brewing Company,Franconia Brewing Company Winter Wheat,Notes:,0,10,35,1,13,4,6,22,10,0,9,6,10,33,3.5,3.642857,3.357143,3.142857,3.142857
Wheat,Outlaw McCaw,Freetail Brewing Company,Freetail Brewing Company Outlaw McCaw,Notes:,6.6,10,35,5,11,4,3,22,6,1,5,4,3,34,3.375,4,3.5,3.875,3.875
Wheat,Jamieson Mountain Ale,Jamieson Brewery,Jamieson Brewery Jamieson Mountain Ale,Notes:,5,10,35,17,34,3,14,40,20,1,12,7,9,62,3.411765,3.617647,3.294118,3.294118,3.382353
Wheat,Yin-Yang Witbier,Iron Hill Brewery & Restaurant,Iron Hill Brewery & Restaurant Yin-Yang Witbier,Notes:,4.5,10,35,0,3,0,1,2,3,0,3,1,1,7,3.75,3.75,3.75,4,3.5
Wheat,Red Wheat,Flat Branch Pub & Brewery,Flat Branch Pub & Brewery Red Wheat,Notes:Our Red Wheat is a variation of our Honey Wheat. It is reddish copper in color due to a generous addition of colored malts that also contribute a slight caramel taste. Wheat malt is added to make up 50% of the total malt bill. Nicely balanced with a light addition of German Perle and Tettnang hops. A very easy to drink yet flavorful and light beer.16 IBU\t,5.2,10,35,1,4,0,4,4,0,0,0,5,0,24,3.166667,3.666667,3.5,3.166667,3.833333
Wheat,Gumballhead,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Gumballhead,"Notes:An American wheat beer with a refreshing, crisp citrus finish. This delicious session beer is brewed with boatloads of Amarillo hops.35 IBU\t",5.6,10,35,10,29,9,41,26,44,0,54,58,8,57,4.237439,3.941248,4.077796,4.247974,4.396272
Wheat,Samuel Adams Summer AleBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Summer Ale,"Notes:An American Wheat, brewed with malted wheat, lemon zest and grains of paradise - a rare pepper from Africa first used as a brewing spice in the 13th Century to create a crisp and spicy flavor and body.\t",5.3,10,35,23,22,5,19,27,61,1,70,23,15,50,3.328279,3.519776,3.416941,3.355966,3.556361
Wheat,312 Urban Wheat,Goose Island Beer Co.,Goose Island Beer Co. 312 Urban Wheat,"Notes:Crisp, bright flavor shines like city lights on Lake Michigan. Hazy and unfiltered, our award-winning Urban Wheat Ale's flavor flows from start to finish.18 IBU\t",4.2,10,35,27,45,10,25,22,51,3,57,31,6,84,3.297674,3.490698,3.505426,3.449612,3.74031
Wheat,Unfiltered Wheat,Boulevard Brewing Co.,Boulevard Brewing Co. Unfiltered Wheat,"Notes:Boulevard Unfiltered Wheat Beer is a lively, refreshing ale with a natural citrusy flavor and distinctive cloudy appearance. This easy drinking American-style wheat beer has become our most popular offering, and the best-selling craft beer in the Midwest.14 IBU\t",4.4,10,35,15,16,6,12,16,48,0,52,23,7,70,3.171429,3.430769,3.396703,3.349451,3.684615
Wheat,Circus Boy The Hefeweizen!,Magic Hat Brewing Company,Magic Hat Brewing Company Circus Boy,"Notes:Unfiltered and unfettered, Circus Boy is a unique and refreshing American-style Hefeweizen. Is he a who? Or a what? Or perhaps some of both? Be amazed by the flavorful haze of this wonderful wheat beer.15 IBU\t",4.5,10,35,16,24,8,28,22,73,3,77,46,34,72,3.325988,3.528116,3.465805,3.462006,3.607143
Wheat,UFO Hefeweizen,Harpoon Brewery,Harpoon Brewery UFO Hefeweizen,"Notes:UFO Hefeweizen is an American unfiltered wheat beer. Perhaps UFO’s initial sensory perception is also its most prominent: a cloudy golden color and a dense, frothy head. The yeast, which has not been filtered out, accounts for the cloudiness of UFO. Wheat malt tends to create a larger head than barley malt, the cereal grain most often used in brewing. When served in a traditional wheat beer glass with a lemon, UFO presents an appealing and distinctive visual image.The aroma has a faint but clear citrus-like character. This is produced by the special yeast and accounts for the Bavarian tradition of serving hefeweizens with a lemon. The lemon accentuates the yeast’s fruity, tart fragrance. UFO has a soft mouthfeel and a refreshing, light body. The wheat malts and subtle hopping give the beer a mild, delicate flavor. UFO has a clean finish. Unlike some imported hefeweizens, UFO does not have the spicy, tropical flavors typical of European-brewed style.19 IBU\t",4.8,10,35,9,36,4,16,25,54,0,71,25,27,80,3.27371,3.578203,3.416805,3.352745,3.648087
Wheat,Berry Weiss,Jacob Leinenkugel Brewing Company,Jacob Leinenkugel Brewing Company Leinenkugel's Berry Weiss,Notes:,4.7,10,35,16,18,7,17,131,40,3,78,32,7,40,3.19571,3.227882,2.975871,2.919571,2.975871
Wheat,Samuel Adams Coastal WheatBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Coastal Wheat,Notes:,5.3,10,35,16,32,2,14,34,76,0,74,19,7,74,3.137895,3.464211,3.326316,3.135789,3.376842
Wheat,Wailua Wheat,Kona Brewing Co.,Kona Brewing Co. Wailua Wheat,"Notes:Swimming in a fresh water pool at the base of a cascading waterfall is what we all imagine we would find in paradise. On Maui, follow the old Hana Highway and you will find such a place – Wailua Falls. This plunging cascade of clear water is the inspiration for our Limited Release Wailua Wheat Ale. This golden, sun colored ale has a bright, citrus flavor that comes from the tropical passion fruit we brew into each batch. Sit back, relax and enjoy paradise anytime.15 IBU\t",5.4,10,35,11,27,4,16,79,63,4,84,29,4,61,3.329268,3.251524,3.318598,3.355183,3.474085
Wheat,Montana Trout Slayer Wheat Ale,Big Sky Brewing Company,Big Sky Brewing Company Montana Trout Slayer Ale,"Notes:Trout Slayer is a filtered wheat ale, fermented at cool temperatures, making it a smooth drinkable session beer. Brewed with Palisade, Glacier, and Mt. Hood hops, this straw colored beer is sure to please any craft beer drinker.\t",5,10,35,19,37,6,35,29,33,2,32,53,1,71,3.467347,3.620408,3.595918,3.508163,3.761224
Wheat,Sweaty Betty Blonde,Boulder Beer / Wilderness Pub,Boulder Beer / Wilderness Pub Sweaty Betty Blonde,Notes:,5.2,10,35,17,36,7,13,27,43,2,74,31,31,61,3.448399,3.428826,3.462633,3.487544,3.647687
Wheat,SummerBright Ale,Breckenridge Brewery,Breckenridge Brewery SummerBright Ale,"Notes:Enjoy Poolside or Sprinklerside. Breck Brew's SummerBright is the result. The craftsman's touch combines white wheat, two row pale and munich malt with the pacific northwest's most intriguing hops to create a bright, clean ale ideal for picnicking, evenings on the screen porch and enjoying the whims of the summer breeze.\t",4.5,10,35,24,36,3,40,16,52,3,57,43,3,62,2.966049,3.07716,3.135802,3.058642,3.342593
Wheat,Blue Star Great American Wheat Beer,North Coast Brewing Co.,North Coast Brewing Co. Blue Star Great American Wheat Beer,Notes:,4.5,10,35,31,42,7,39,40,73,0,83,53,18,102,3.431408,3.554152,3.552347,3.516245,3.772563
Wheat,Summer Ale,Shipyard Brewing Co.,Shipyard Brewing Co. Summer Ale,Notes:,4.8,10,35,14,32,5,25,30,43,6,40,49,10,87,2.961326,3.273481,3.165746,3.008287,3.207182
Wheat,Easy Street Wheat,Odell Brewing Company,Odell Brewing Company Chili Easy Street Wheat,Notes:,4.6,10,35,15,28,4,17,24,50,3,61,15,16,98,3,4.5,4.5,3,3.5
Wheat,Whitsun Ale,Arcadia Brewing Company,Arcadia Brewing Company Arcadia Whitsun Ale,"Notes:Brewed in the style of a mid-19th century English Festival Ale, this unfiltered wheat beer displays a translucent orange color topped with a creamy, white head. Wheat enhances the mouthfeel of the beer and produces pleasant bread-like notes while Michigan honey provides a caramelized sweetness in the flavor profile. This beer is spiced with orange peel and coriander and small amounts of three hop varieties pleasantly counterbalances the sweetness.Brewed with Michigan honey.1062 OG; 17 IBU\t",6,10,35,14,26,7,27,33,59,0,59,36,14,65,3.46,3.5275,3.475,3.4475,3.5225
Wheat,Pineapple Mana Wheat,Maui Brewing Co.,Maui Brewing Co. Mana Wheat,"Notes:Maui Gold pineapple gives sweet aroma to this smooth-bodied, tropical brew.18 IBU\t",5.5,10,35,15,35,8,14,115,48,5,118,37,16,66,3.457746,3.507042,3.528169,3.450704,3.577465
Wheat,Dirty Blonde Ale,Atwater Block Brewery,Atwater Block Brewery Dirty Blonde Ale,Notes:From mild to wild this one’s the perfect companion for whatever you’re up for. Crisp wheat smoothness gives way to a touch of coriander snap and a kiss of sweet orange peel perk that lingers on your lips. With a beautiful cloudy golden hue and ample head this one makes you love her more with every pour.8 IBU\t,4.5,10,35,15,20,1,18,15,39,1,44,27,12,28,2.962121,3.098485,3.015152,2.810606,2.939394
Wheat,Solace,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Solace,Notes:,4.8,10,35,33,36,9,25,33,69,1,93,30,21,83,3.509524,3.533333,3.585714,3.580952,3.728571
Wheat,Jack Whacker Wheat Ale,Tommyknocker Brewery,Tommyknocker Brewery Jack Whacker Wheat Ale,"Notes:An American-style wheat ale brewed with malted. Low hopping rates allow the refreshing aroma and citrus flavor of a late addition of lemon grass to dominate. This unfiltered beer retains all of its protein, flavor, and some of its yeast, resulting in a traditionally cloudy appearance.\t",4.7,10,35,12,32,9,13,30,91,0,88,25,7,64,3.302326,3.402326,3.355814,3.381395,3.527907
Wheat,Blue Moon Spring Blonde Wheat AleCoors Brewing Company (Molson-Coors),Coors Brewing Company,Coors Brewing Company Blue Moon Spring Blonde Wheat Ale,Notes:,5.4,10,35,16,42,7,24,32,60,0,70,24,6,89,2.680328,2.811475,2.795082,2.639344,2.803279
Wheat,White Gold,Ithaca Beer Company,Ithaca Beer Company White Gold,"Notes:A Belgo-American Ale brewed with domestic barley and French wheat malts, the finest Continental and U.S. grown hops, and fermented with Belgian, English and Wild yeasts.\t",8,10,35,37,46,23,31,36,98,1,78,60,29,73,3.935185,4.080247,3.987654,3.987654,4.033951
Wheat,Saranac Pomegranate Wheat,Matt Brewing Company,Matt Brewing Company Saranac Pomegranate Wheat,Notes:,4.7,10,35,22,30,7,11,74,49,0,87,11,5,85,3.225564,3.515038,3.398496,3.432331,3.620301
Wheat,Summer Session Ale,Peak Organic Brewing Company,Peak Organic Brewing Company Peak Organic Summer Session Ale,Notes:A traditional summer wheat beer marries a West Coast pale ale. Locally grown wheat provides a complex mouthfeel and Amarillo dry hopping gives a citrusy aroma.61 IBU\t,4.4,10,35,18,34,8,60,13,59,1,62,77,7,67,3.782051,3.782051,3.858974,3.846154,3.974359
